"Toivotut Tankki täyteen, Velipuolikuu, Hymyhuulet ja Mutapainin ystävät nyt Areenassa",1
Mutapainin ystävät toi surrealismin suomalaiseen sketsiviihteeseen,1
"""Hirveetä kattoo"" – Velipuolikuu veti miljoonayleisön absurdeilla sketseillään",1
"Tankki täyteen – menestyskomedia, jossa ei viljelty vitsejä",2
Hiljaisuuden palvelijat  – elämää Lintulan nunnaluostarissa,1
Ulkolinja on seurannut Lähi-idän kriisiä jo viidellä vuosikymmenellä,1
Q ja tähdet siirtyi kartanoista klubille ja sisähuvipuistoon,1
Ars-näyttelyt herättivät suomalaiset nykytaiteeseen,2
Palkittu dokumentti kokosi suomalaisten ja venäläisten sotavankien kohtalot,2
"Scifiä, dekkareita ja Suomisen perhettä – radiodraamaa laidasta laitaan Areenassa",1
Nostalgiakekkerit! Nyt myös 1980-luvun Iltatähdet netissä,1
"Iltatähden lopunajat – heviä, syntikoita ja kasariglamouria",1
Chuck Berry puhui Ylen rocktoimittajille vain tuokion – ja sekin nauha katosi,0
Sandarmohin kauhujen kalmistossa lepää tuhansia Stalinin vainojen uhreja,0
Hyvää naistenpäivää! Runsaasti naisten tekemää ja tähdittämää draamaa nyt Areenassa,2
Radiohartaudet alkoivat suorilla lähetyksillä 1930-luvulla,1
Teeman Elävä arkisto: Erakot – originelleja yksineläjiä ja ihailun kohteita,1
Peltsin Lapissa etsitään aitoa lappilaista elämänmenoa,2
Kuopion nailonsukkamurhien uutisointi lietsoi pelkoa ympäri Suomea,0
Saimme kekseliään toiveen – nyt Kalapuikkokeitto on Areenassa,2
Iron Maidenin rauta pysyy kuumana vuosikymmenestä toiseen,2
Lahden MM-hiihdot – kultaisia muistoja ja sinivalkoista draamaa,1
Esimerkillistä talviurheilua suomalaisittain,1
Haudanvakava Antero Alpola oli vuosikymmeniä Ylen huumoripomo,1
"Nuorisokuoro Candomino ylsi nopeasti musiikilliseksi tavaramerkiksi ",1
The Hellacopters toi actionia ruotsalaiseen rock and rolliin,2
"Hymyilkää, tämä on Piilokamera!",1
Toivedraamoja vallasta ja politiikasta Areenassa,1
Nämä musiikkiohjelmat Elävä arkisto julkaisee vuonna 2017,1
Q ja tähdet -sarjassa Mikko Kuustosen vieraat esiintyivät intiimisti ja avoimesti,1
Pikku Kakkosen tutut ja turvalliset juontajat,1
Olipa kerran Kotikatu: näin menestysdraaman kaari kantoi,1
"Mäkimaat, Luotolat ja muut Kotikadulla vuonna 1995 asuneet",1
"Reviisori – komediaklassikko korruptiosta ",1
Pääosassa Leo Jokela,1
"Vessapaperirullan ylistys ",1
Sotaorpo kantaa ikuisesti sodan muistoa mukanaan,0
Pähkinä oli Ylen ensimmäinen piilokamerasarja,1
Teeman Elävä arkisto: Tipaton tammikuu – puliukkojen majoista kansankapakkaan,1
"Suomen luotettavin mies, Arvi Lind, ja liki 40 vuotta uutisia",1
Olipa kerran juhla - ja monta juhlaa sen jälkeen,2
"Iltatähden lento keskeytyi, kun 1970-luvun loppu läheni",1
Ylen toivottuja draama- ja viihdeohjelmia Areenassa,1
Läskilinssin selviytymistarina oli Matti Ijäksen ensimmäinen draamaohjaus,1
Matti Ijäksen omat valinnat Areenassa,1
Tamminiemi VR – kokeile ja bongaa Kekkonen!,1
Pikku Kakkosen posti - piirroksia ja tarinoita vuodesta 1977,1
Uudenvuoden vanhat perinteet,1
Kitara-agentti Esa Pulliainen,1
Joulun pimeä menneisyys,0
"Laulua, leikkiä ja yhdessäoloa Pikku Kakkosen jouluissa eri vuosikymmeniltä",1
Rohkea noidanrooli jäi Mirja Manen tunnetuimmaksi elokuvatyöksi,1
Kotikatulaiset muuttivat Kallioon suorassa lähetyksessä jouluna 2004,1
Höyrylaiva Park Victoryn turma oli jouluyön tragedia 1947,0
"Hannu Taanilan radiopäiväkirjoissa liikuttiin maan ja taivaan välillä ",1
Fakta homma – satiiri sinun naapuristasi,1
Radio liitonarkin äärellä,1
Yleisradion kokeilustudiossa syntyi nykymusiikkia koneilla,2
Tuntemattoman sotilaan todellinen rykmentti,1
Radio-ohjelmien lähetystietoja tarjolla avoimena datana,1
"Tartu mikkiin, Saara Aalto ",1
Lappeenrannan Pokrovan kirkko on vuosisatoja yhdistänyt itää ja länttä,2
Arkistohelmiä etsimässä - miten Elävän arkiston artikkelit syntyvät?,1
Kerenski oli hetken Venäjän voimahahmo vallankumousten vuonna 1917,1
"Kassila sovitti Punaisen viivan valkokankaalle tarkasti, mutta modernisti",1
Carl von Linné kesytti luonnon nimillä ja luokilla,1
Hannes Hynönen oli itsenäisyyspäivän hurmuri vm/2014,1
"Iltatähti 1977: Punk tuli, Alatalo meni",1
Guggenheimin ensimmäinen erä Helsingissä päättyi tyrmäykseen,1
Rockstopin viides vuosi,1
Tatu Vaaskiven jalanjäljillä ikuisessa Italiassa,1
"""Alkuasukkaiden"" twist-tanssi sai suomalaisetkin vääntelehtimään",2
Saara Aallon viisi euroviisukarsintaa,1
Maisemakuvia Suomesta kasvoi kotimaisen instrumentaalimusiikin klassikoksi,1
Sepi Kumpulainen – 25 vuotta armotonta menoa,0
Tietoisku piirsi uhkakuvan 2000-luvun miehistä,1
"Elina, Sari ja Saara Aalto huippukokoustivat mummolassa yksivuotiaina",1
Triathlonbuumin ensiaalto koettiin Suomessa 1980-luvulla,1
Suomalaisten tarkka murrekorva yllätti tutkijan tietokilpailussa 1963,2
Musisoivat siskokset Jemina ja Selina aloittivat uransa lastenlauluilla,1
Laila Pullisen Auringonkantaja toi valon Italiasta Suomeen,2
Olga P. Postista ottaa sydämestä,1
Kaikkien aikojen alkuperäiset Euroviisu-hitit,1
Suomi letkajenkan ME-kuumeessa,0
Kaksi tarinaa Koivukylän lähiöstä,1
Paavo Noponen tunsi urheilun ja taisi kielen,1
Unkarin kansannousu 1956 tukahdutettiin väkivaltaisesti,0
" Ragnar Granit – unohdettu nobelistimme",1
Proge ja fuusiomusa tahdittivat Iltatähden ennätysvuotta 1976,2
Bengt Holmström: Ongelmat ovat menestystekijä,1
Lauttasaaren katoava idylli puhututti radiossa vuonna 1966,1
"Kun suomalainen nainen luo, syntyy keksintöjä hyödyksi ja huviksi",2
"Uusi tutkimus osoitti Pirkkalan marxilaisen koulukokeilun vaietut mittasuhteet ",2
Lapinlahden sairaala – hourujen hoidosta psyyken parantamiseen,2
27.9. Teeman Elävä arkisto: Eksoottinen Patakakkonen,1
Pekka Valkeejärvi miettii miehen yksinäisyyttä,1
Köyhäin teatteri – Suomalaisen kuunnelman varhaisvuodet syyskuusta 1926 heinäkuuhun 1941,0
Etsitään: puuttuvia Lista Top 40 -jaksoja!,1
Jaakko Kolmonen oli Suomen ensimmäinen tv-kokki,2
Elävän arkiston verkkopalvelu 10 vuotta – suosituimmat videot nyt myös televisiossa!,2
Ei vanhene koskaan -sarjassa esiteltiin kansakuntaa vavisuttavia rikoksia,1
Kyllikki Saaren surma jäi ikuiseksi arvoitukseksi,0
Kymmenen vuotta täyttävä Yle Elävä arkisto on nettipalvelujen pioneeri,2
"“Ko miehellä on persaus märkä, niin ei sillä tee ennää mithään” – mietelmiä tuulastusvesiltä",1
Elbe Nissinen lauloi Yleisradion ensimmäisessä lähetyksessä,1
"Jos synnyit 2000-luvulla, muistat ehkä – Sinun tarinasi",1
Hyvä puhemies etsi sopivan vaimon ja hoiti kosioretken,0
Woodstockissa 1994 rokattiin ja pyörittiin mudassa,0
Teemu Selänne hioo laukaustaan televisiovisassa vuonna 1991,1
"Jos synnyit 1990-luvulla, muistat ehkä – Sinun tarinasi",1
"Seitajärvellä tapetut naiset ja lapset olivat jatkosodan vaiettuja uhreja ",0
16.8. Teeman Elävä arkisto: Kesärokkia Rockstopin tapaan,0
Matopeli luikerteli kansan suosikiksi 1990-luvun lopussa,2
"Jos synnyit 1980-luvulla, muistat ehkä – Sinun tarinasi",1
Presidentti Koivisto pelasi lentistä pallon ympäri,1
Keskenkasvuisen Robertinon laulu lumosi myös Suomessa,1
Täällä alkaa seikkailu oli Donnerin viileän vahva rakkaudentunnustus Helsingille,1
Kolmiapila kurotti kohti uutta elokuvakerrontaa,1
"Jos synnyit 1970-luvulla, muistat ehkä – Sinun tarinasi ",1
Entisaikojen kummitustarinoita,1
"Kalle Anttila perusti tavarataloketjun, jollaista Suomessa ei ollut ennen nähty",2
Esko Hukkanen esiripun takana ja kotioloissaan,1
Albert Edelfeltin elämän tärkein nainen oli äiti,1
Kesäleski jäi 1960-luvulla kaupunkiin seikkailemaan perheensä kustannuksella,1
"""Tule onkeen ottamaan"" – tarinoita savolaisista kalataioista",1
Mirri-tädin ja Suvi-Päivikin muistelot vuonna 1981,1
"Jos synnyit 1960-luvulla, muistat ehkä – Sinun tarinasi",1
"Mies Kimmon, Pasilan, Siskonpedin, Sykkeen ja Uuden päivän takana",1
Nainen jalkapalloselostajana oli radioviihdettä vuonna 1956,1
Mystisesti nakuttanut Bluesounds oli Dave Lindholmin pitkäikäisimpiä yhtyeitä,1
"Jos synnyit 1950-luvulla, muistat ehkä – Sinun tarinasi",1
Martti Silvennoinen tallensi Rion oudon huuman 1964,0
"""Monneista"" tehtiin kunnon miehiä 1950-luvun sotilasfarsseissa",1
"Jos synnyit 1940-luvulla, muistat ehkä – Sinun tarinasi",1
Scotty Moore ja D. J. Fontana komppasivat Elviksen huipulle,1
"28.6. Teeman Elävä arkisto: Pride, Yazka Love ja kiivasta väittelyä homoerotiikasta",1
"Punk kotoutui Suomeen peloista ja pahastuksesta huolimatta ",0
"Uskomaton Randi testasi suomalaisen taikavarvun ",1
Kuningas kulkureitten yhdisteli menestyselokuvien tuttuja elementtejä,1
Tukkijoella-elokuvassa hongat humisee ja Tauno Palo hurmaa,1
Juhannusjuna vei matkalle läpi yöttömän yön,1
"Jos synnyit 1930-luvulla, muistat ehkä – Sinun tarinasi",1
Einar Englund – sinfonikko ja musiikin hanttimies,2
"Jos synnyit 1920-luvulla, muistat ehkä – Sinun tarinasi",1
Jalkapallon vuoden 1992 EM-kisat olivat Tanskan tuhkimotarina,1
Muhammad Ali voitti ensimmäisen maailmanmestaruutensa kukistamalla Sonny Listonin,1
"""Rentturockin"" raaka räiske vaati Iltatähdeltä totuttelua",1
Bodominjärven surmat – kansakunta etsii murhaajaa,2
"Ministerin murhasta uunisurmaan – suomalaisia rikostarinoita historiasta ",0
Miehikkälän Hulkkianjärvi kuivatettiin uuteen kukoistukseensa,0
"Virsistä, lohikäärmeistä ja nahasta – niistäkin on kesäkumibiisit tehty",1
Georgian suomalainen osuusfarmi keksittiin saunassa,2
Turppi-ryhmän taidegalleriana oli hylätty hiekkakuoppa,1
Kalifornian suomalaisutopia kaatui osaamattomuuteen ja pula-aikaan,0
Rockstopin neljäs vuosi,2
Elämän kevät on elokuva ihmisistä matkalla aikuisuuteen,1
Jäämerentie oli Suomen henkireikä välirauhan aikana,2
Suomalaisryhmä testasi Via Baltican viikko sen avautumisen jälkeen,2
The Renegades – rockin vierastyöläiset Suomea villitsemässä,1
Lasse Mårtensonin ja Sara Ekelundin seurassa Linnanmäellä,1
"Pyhiinvaeltajat matkaavat helluntaiksi Rocíoon rukoilemaan pyhää Blanca Palomaa  ",1
Irak houkutteli suomalaisia rakentajia 1970- ja 80-luvuilla,1
Saaristolaiselämää Saaristomeren kansallispuiston kyljessä,1
Porno -68 – paljon porua mutta vähän pornoa,1
Dora asuu yksin punaisessa puutalossa Lammholmin saarella,1
"Äiti, isä ja 19 lasta",1
Yhden miehen protestimarssi Jäämereltä Helsinkiin,1
Elämän värit viehättävät jäämään Lappiin,2
Vandalismi ja varkaudet koituivat Helsingin ensimmäisten kaupunkipyörien kohtaloksi,0
Estonia upposi alle tunnissa ja vei mukanaan yli 800 ihmistä,0
Tšernobylin lapset joutuivat kärsimään aikuisten huolimattomuudesta,0
Martti Kainulaisen tie levysepästä näyttelijäksi,1
Tšernobylin ydinvoimalaonnettomuus Suomen uutisissa,1
Jokakeväinen April Jazz lyö Espoossa kevään ensitahdit,1
"""Että pahat paraneisi"" – loitsujen jäljillä",1
Radion alkuaikoina kuuluttajalla oli monta roolia,1
Tappara kiekkomestariksi 1986 surunauhat hihoissaan,0
Suomalaiset auttajat taistelevat maailmalla tauteja ja kurjuutta vastaan,2
Korkeasaaren vauhdikkaalle alkutaipaleelle kuului juopottelua ja merimiehiä,0
Titanicilta selviytynyt Anna Turja kertoo uppoamisyöstä,1
Rajaseudun poikamiehet elämän mantelia etsimässä,1
Toimitusjohtaja Martin Saarikankaan debyytti nimettiin kauden 1994 jalkapallolimboksi,1
Lapuan patruunatehtaan räjähdys jätti jälkeensä surun,0
HIFK kiekkoili SM-kultaa 1980 – tv-uutisissa pohdittiin liigan rahavirtoja,1
Larppaajien lateksiaseet ovat miellyttävimpiä aseita tulla lyödyksi,1
Valojuhlat saa Nuuka-Israelinkin anteliaaksi,1
Kevättaioilla karjaonnea ja kärpäset loitolle,1
Fröbelin Palikat teki ensimmäisen läpimurtonsa Linnanmäen Satulaaksossa,1
Pilkkimaaotteluita Joensuussa ja Kirkkonummella vuonna 1973,1
Tv-aseman rakentaminen Pyhätunturille oli ihmisen ja koneen yhteispeli,2
Mutapainin ystävien Ulkoministeri tuohtui Etelä-Afrikan rotuerottelusta,0
Yhteinen taival – Ylen vuosikymmenet,2
Norppa Taskisen dokumentit paljastavat hylkeiden salattua elämää,1
"Jazzliitto syntyi pelastamaan ""Suomen haaksirikkoista jazzia""",2
"Kauko Käyhkö oli Erkki Eräs, Justeeri ja Vanha vaari",1
Torpparin poika rehki taksvärkissä ja livahti nurkkatansseihin,1
Aprillipäivänä 1992 pakolaisia pakkosijoitettiin suomalaisten koteihin,0
"""Ei vaineskaan!"" – Studio Studion tylyt aprillipilat",1
Yliperän kaamospilkkijät kalastavat pimeässä,1
"Lomamatka 80-luvulle -sarjassa selvitettiin, miten 2010-luvun ihminen pärjäisi kasarilla",1
Pirjo Leppänen muistetaan Päätalon Riituna,1
Isosti rummutettu WAP jäi mobiilipalveluiden isoisäksi,1
Arvi Lind perehtyy velttoon pussimaitoon,1
Lähde viikon järviristeilylle Kuopiosta,1
Studio Studiossa pössytellään pääsiäistupakkaa ja askarrellaan ristiinnaulittuja,1
Otanmäen lintuallas on keidas keskellä erämaata,2
"""Kun kerran kipunsa tiäsi, niin mitäs sitä lääkäriin mentiin"" – kansanparannuksen historiaa",1
Ortodoksikirkko toi virpomaperinteen Venäjältä Suomeen,1
Iltatähden kolmas vuosi oli hyvä vuosi suomirockille ja juurimusalle,2
Taliban-hallinnon jälkeisessä Afganistanissa rakennettiin hauras tulevaisuus,2
Suomalaiset tutustuivat Keski-Aasiaan Neuvostoliiton islamilaisena osana,2
Lasse Pöysti kertoi Iltasadut eläviksi,1
Suomirokkareiden sisäjalkapallon SM-kisat Perniössä 1990,1
“Se oli liian huono” – Kumiankka ammuttiin alas avausjakson jälkeen,0
Nuoret musiikkiradikaalit aukaisivat korvia hiljaisuuden äänillä ja töminällä,1
Ajankuvat vei aikamatkalle isovanhempien ja vanhempien lapsuuteen,1
"Venäläisiä Lappeenrannassa – juuret idässä koti lännessä ",1
Mannerheimin päiväkäsky talvisodan päätyttyä,1
Jasper Pääkkönen ja Peltsi Peltola rokkareiden kalastuskisassa,1
"""Kuvitelkaa taatelipalmu Mannerheimintiellä""",1
"Sex-kabareessa 1967 ""joka kolmas morsian"" oli raskaana",1
Juhani Ahon haavipojan matkassa Huopanankoskella,1
Kansa pöntötti linnuille koteja 1973,1
"""Siinä oli punkia, perkele!"" – tuottajan muistoja Lista Top 40 -ohjelmasta",1
"Radio etsi ""harhautuneita naisia"" 1950-luvun Helsingissä",2
Sota sai Afganistanin oopiumipellot kukkimaan vihreinä,2
Kouvola kasvoi rautateiden mukana,1
Suomi konttasi maailman huipulle,2
Reino Lehväslaiho kuvaa sodan raakaa todellisuutta,0
Flemming Rose ja sananvapauden vaikeus,0
"""Paimion viisas"" August Pyölniittu kehitteli ikiliikkujaa",2
"Neuvostoliitto lahjoitti Kekkoselle helikopterin vuonna 1960 ",0
Eurorock tiivisti Suomen viisuhistorian puoleentoista minuuttiin 1976,1
Signe Oikkonen oli Saimaan onnellinen erakkonainen,2
"""Matkailija kohtaa Suomessa vähäpuheisen ja kielitaidottoman kansan""",1
"Karhusafarilla tajuaa, ettei otsoa tarvitse pelätä",1
Kekkosen Intian-vierailusta tehtiin runollisesti selostettu ohjelma,1
"""Seksuaalineuvonta-asema on tarkoitettu kaikille, ei vain ylioppilaille""",2
"Harjusta soraa, sorasta rakennusmateriaalia ",1
Allahin nimeen – kolme muslimia kertoo elämästään Suomessa,1
Karismaattinen komisario Palmu ylsi ikoniksi Matti Kassilan ohjauksessa,1
Suomalaisimmaksi koetun taiteen inspiraatio löytyi usein Euroopasta,1
Valassaarten värit leiskuivat Nándor Mikolan akvarelleihin,1
Seikkailunhalu vei Gallén-Kallelan perheen Afrikkaan ja osaksi murhamysteeriä Pariisissa,0
Vuonna 1974 Iltatähti vaihtoi väriin ja Mikko Alataloon,1
"Iranin vallankumous petti maansa naiset ",0
Vankilan arkea vuonna 1971,0
Epäilyttävää maasäteilyä ei ole todistettu vaikka taikavarpu sen havaitseekin,1
Tuomari Nurmio ja tohtori Eskola palasivat folkiin neliskanttisin kitaroin,1
Dramaattisia hetkiä vuoden 1994 pesäpallofinaalissa,1
Kummelin kyylä kohtasi Olmin palan ja haali turhia tavaroita,1
Postin keltakylkiset kiitäjät porhalsivat pitkin ja poikin Suomea,2
Barbara Helsingiuksen tumma ääni syvensi 1960-luvun suomifolkia,1
"Yy, kaa, koo! Raz dva tri -kielikurssilla opittiin puhumaan venäjää",1
Huutokauppa on parhaimmillaan viihdyttävää show'ta,1
Tasavallan presidentti Mauno Koiviston erikoishaastattelu vuonna 1991,1
Venny Soldan-Brofeldtin Ateria savolaisessa talonpoikaistalossa kuvasi 1890-luvun körttiperhettä,1
Rahkamon ja Kokon ensimmäisen mitalin takana oli kova työ ja huipputiimi,2
Talvi yllätti viljelijät 1968,1
Erkki Pirtolaa innosti purskahtelu taiteen marginaalissa,2
Yksityisin varoin perustetut koulut helpottivat opintielle pääsyä 1950-luvulla,2
